RID,Location,Latitude,Longitude,Avgpassengersperday,Nooftrainspassing,Nooftrainsstopping,Noofplatforms,Nooftracks,Trainhaltingtime,Avgtrainspeed,Averageaccidentspermonth,population,PhysicalEnvironment,DateTime,admin_found,Label
172.217.7.196-10.42.0.151-443-57549-17,Toqsu,41.5503,82.6167,4200,85,62,5,7,6,1.4,95,,Escalator,05-01-23 9:21,Mid Night,0
184.169.166.225-10.42.0.211-443-46823-6,Tianchi,30.2811,105.0235,2568,74,6,6,10,8,1.6,15,,Stairs,05-01-23 9:35,Evening,1
10.42.0.42-111.202.114.35-59345-80-6,Daqinglu,34.8993,112.5831,800,35,8,4,5,9,1.8,18,,Pedestrain,05-01-23 9:36,Mid Night,0
10.42.0.211-23.206.125.17-38464-80-6,Xingƒ??an,47.2463,130.2204,650,68,9,8,6,2,1.7,19,,Bride,05-01-23 9:38,Mid Night,1
183.79.250.251-10.42.0.151-443-37636-6,Yancheng,36.7994,116.7439,854,79,8,9,4,4,1.3,17,,Escalator,05-01-23 9:41,Evening,0
172.217.9.238-10.42.0.42-443-33455-6,Xiguan,33.8667,115.4667,6389,85,75,4,5,5,1.2,12,,Stairs,05-01-23 9:46,Mid Night,1
10.42.0.151-104.244.43.131-48231-443-6,Zherong,27.24,119.8944,5870,32,42,2,2,8,1.6,19,,Pedestrain,05-01-23 9:49,Mid Night,1
10.42.0.211-10.42.0.1-23338-53-17,Sanhe,29.8686,107.7303,8950,68,42,5,3,3,1.9,19,,Station,05-01-23 9:50,Evening,0
172.217.11.36-10.42.0.42-443-47367-6,Luyuan,34.536,109.0851,6354,45,52,6,1,9,1.8,16,,Road Vehicle Carriageway,05-01-23 9:54,Mid Night,1
10.42.0.211-66.198.24.224-38570-443-6,Shacheng,40.3914,115.5114,8450,75,85,4,8,2,1.5,17,,Road,05-01-23 9:55,Morning,0
10.42.0.211-107.21.247.249-49129-443-6,Bayinsai,39.5002,106.7202,9560,25,75,3,9,3,1.8,12,,Station,05-01-23 10:00,Evening,0
10.42.0.42-123.125.115.164-53656-443-6,Binhe,32.6883,112.8275,8500,30,25,2,10,2,1.9,16,,Platform,05-01-23 10:00,Mid Night,1
171.84.4.11-10.42.0.211-80-34523-6,Handian,36.0458,113.0442,4800,60,8,3,7,4,1.2,14,,Lineside,05-01-23 10:03,Evening,1
172.217.12.202-10.42.0.211-443-33650-17,Zhenyang,32.6036,114.3831,6215,85,9,5,5,5,1.9,18,,Road,05-01-23 10:07,Mid Night,0
202.77.129.150-10.42.0.211-443-44414-6,Suiƒ??an,24.087,117.6091,8050,12,16,4,3,6,1.4,39,,Other,05-01-23 10:08,Evening,1
198.11.132.221-10.42.0.211-443-33187-6,Jiuquan,39.7432,98.5174,9800,16,75,9,7,7,1.6,18,,Footbridge,05-01-23 10:09,Mid Night,0
10.42.0.1-10.42.0.42-53-16130-17,Taohong,27.1011,110.9949,8560,78,12,8,2,2,1.8,17,,Platform,05-01-23 10:11,Mid Night,1
205.204.101.47-10.42.0.211-443-58694-6,Xipu,23.6991,117.4251,3680,98,16,7,2,2,1.7,96,,Road,05-01-23 10:13,Evening,0
192.229.173.173-10.42.0.151-80-46604-6,Mengjin Chengguanzhen,34.8269,112.4313,7890,99,80,10,6,3,1.3,17,,Bride,05-01-23 10:16,Mid Night,1
203.205.179.170-10.42.0.211-80-49593-6,Dawu Chengguanzhen,31.6096,114.1181,8520,85,45,5,8,8,1.2,24,,Escalator,05-01-23 10:19,Mid Night,0
172.217.5.228-10.42.0.151-443-53388-6,Luoshan Chengguanzhen,32.2032,114.5094,862,23,75,6,7,10,1.6,18,,Stairs,05-01-23 10:21,Evening,0
10.42.0.211-54.192.38.171-56441-443-6,Lucheng,22.3149,110.2563,950,45,56,4,6,5,1.9,13,,Pedestrain,05-01-23 10:21,Mid Night,1
10.42.0.151-10.42.0.1-2130-53-17,Jinggan,34.53,108.8342,1200,78,10,2,5,6,1.8,19,,Bride,05-01-23 10:23,Mid Night,0
10.42.0.211-64.71.142.124-32810-80-6,Qianquan,30.8713,114.3726,8600,65,20,3,8,8,1.5,17,,Escalator,05-01-23 10:26,Evening,0
174.35.50.72-10.42.0.211-80-41044-6,Huangpi,30.8845,114.3779,950,98,25,5,9,9,1.8,13,,Stairs,05-01-23 10:27,Mid Night,1
172.217.10.237-10.42.0.151-443-39204-6,Longquan,25.9014,112.2117,820,25,65,6,7,2,1.9,1,,Pedestrain,05-01-23 10:43,Mid Night,1
10.42.0.42-119.146.74.32-33590-443-6,Xiaoxi,24.3525,117.2907,6580,30,38,8,5,4,1.2,4,,Station,05-01-23 10:51,Evening,0
10.42.0.42-104.254.66.16-38306-80-6,Hanshou,28.9058,111.9561,8250,52,75,4,4,5,1.9,10,,Road Vehicle Carriageway,05-01-23 10:57,Mid Night,1
172.217.11.3-10.42.0.151-443-60923-6,Gongjing,29.3475,104.7116,7520,82,45,5,6,8,1.4,15,,Road,05-01-23 10:58,Morning,0
182.140.183.66-10.42.0.42-80-58763-6,Tianning,37.5472,112.1605,6890,6,12,6,5,3,1.6,13,,Station,05-01-23 11:00,Evening,1
172.217.10.138-10.42.0.211-443-46898-6,Liyang,31.7177,118.3573,7840,8,10,8,8,9,1.8,18,,Platform,05-01-23 11:04,Mid Night,1
10.42.0.211-121.12.98.64-57443-80-6,Shiqiao,27.9819,120.5592,8650,9,28,9,2,2,1.7,22,,Lineside,05-01-23 11:04,Evening,1
10.42.0.151-58.63.236.212-43301-443-6,Qi Xian Chengguanzhen,34.55,114.7833,8100,15,75,10,9,3,1.3,28,,Road,05-01-23 11:09,Mid Night,1
10.42.0.151-31.13.71.37-59807-443-6,Gucheng Chengguanzhen,32.266,111.6348,8630,60,63,4,10,2,1.2,36,,Other,05-01-23 11:11,Evening,1
10.42.0.211-69.147.82.60-52640-443-6,Dongkou,27.0527,110.5361,8954,80,42,2,8,4,1.6,25,,Footbridge,05-01-23 11:13,Mid Night,0
172.217.9.234-10.42.0.211-443-49230-6,Zhecheng Chengguanzhen,34.1046,115.3176,6805,45,85,5,7,5,1.9,18,,Platform,05-01-23 11:19,Mid Night,1
172.217.10.66-10.42.0.42-443-35754-6,Nanle Chengguanzhen,36.0762,115.1991,7850,68,8,10,5,6,1.8,96,,Road,05-01-23 11:21,Evening,0
172.217.12.138-10.42.0.42-443-43111-6,Chaling Chengguanzhen,26.791,113.5398,6258,75,6,5,6,7,1.5,18,,Bride,05-01-23 11:24,Mid Night,0
10.42.0.42-23.194.140.226-54707-80-6,Youxian Chengguanzhen,26.9917,113.3606,780,23,74,8,5,2,1.8,18,,Escalator,05-01-23 11:24,Mid Night,0
172.217.3.110-10.42.0.211-80-41487-6,Xuyong,28.1699,105.4345,6985,52,80,4,7,2,1.9,18,,Stairs,05-01-23 11:27,Evening,1
10.42.0.151-10.42.0.1-45305-53-17,Shangpai,31.7456,117.1611,9000,26,42,5,5,3,1.2,39,,Pedestrain,05-01-23 11:30,Mid Night,0
10.42.0.211-103.43.91.7-41777-443-6,Zhoukou,31.0347,106.4011,9560,80,35,8,2,8,1.9,14,,Footbridge,05-01-23 11:30,Mid Night,1
216.58.219.196-10.42.0.42-443-45549-6,Juye,35.3947,116.0883,8650,20,68,7,3,10,1.4,19,,Platform,05-01-23 11:33,Evening,0
10.42.0.211-64.71.142.96-34867-443-6,Rongcheng,30.6428,117.8352,3689,60,45,5,5,5,1.6,17,,Road,05-01-23 11:40,Mid Night,1
192.229.173.173-10.42.0.151-80-36055-6,Shangli,27.8771,113.792,8570,84,75,6,7,6,1.8,19,,Bride,05-01-23 11:46,Mid Night,0
10.42.0.42-72.21.206.141-42475-443-6,Xi Xian Chengguanzhen,32.3436,114.7294,9865,95,42,4,5,8,1.7,17,,Escalator,05-01-23 11:51,Evening,1
10.42.0.211-10.42.0.1-2224-53-17,Kunyang,33.62,113.345,6895,15,52,5,6,9,1.3,36,,Stairs,05-01-23 11:54,Mid Night,1
10.42.0.151-10.42.0.1-15213-53-17,Nancheng,36.9486,115.9978,9850,68,36,2,4,2,1.2,95,,Pedestrain,05-01-23 11:56,Morning,0
10.42.0.151-121.12.98.64-33799-80-6,Pumiao,22.7587,108.4811,1589,45,42,3,8,4,1.6,15,,Station,05-01-23 12:03,Evening,1
8.0.6.4-8.6.0.1-0-0-0,Shangguan,39.069,112.9291,899,85,20,5,9,5,1.9,18,,Road Vehicle Carriageway,05-01-23 12:05,Mid Night,0
10.42.0.211-111.221.77.148-38307-40010-6,Bobai,22.2708,109.9743,852,25,30,5,4,8,1.8,19,,Road,05-01-23 12:06,Evening,0
172.217.10.42-10.42.0.151-443-59700-6,Chaicun,37.9328,112.4764,965,36,78,4,2,3,1.5,17,,Station,05-01-23 12:10,Mid Night,1
10.42.0.151-103.235.46.212-55190-443-6,Fengcheng,37.4328,112.0233,800,85,53,6,5,9,1.8,12,,Platform,05-01-23 12:11,Evening,1
10.42.0.151-58.63.236.212-42490-443-6,Douhudi,30.0606,112.2242,750,95,68,8,6,2,1.9,19,,Lineside,05-01-23 12:15,Mid Night,0
10.42.0.42-52.84.29.55-46483-443-6,Zhushan Chengguanzhen,32.2218,110.2361,999,42,42,5,4,3,1.2,19,,Road,05-01-23 12:20,Mid Night,1
10.42.0.211-64.71.142.124-40227-80-6,Pingchuan,25.0945,116.096,1200,20,20,2,3,2,1.9,16,,Other,05-01-23 12:24,Evening,0
171.84.4.11-10.42.0.211-80-60021-6,Qingfu,28.437,104.5162,1000,60,35,2,2,4,1.4,17,,Footbridge,05-01-23 12:27,Mid Night,1
10.42.0.211-95.213.11.133-54063-443-6,Jianjun,34.6914,108.1397,900,80,85,5,3,5,1.6,12,,Platform,05-01-23 12:32,Mid Night,0
10.42.0.151-10.42.0.1-7240-53-17,Hanyuan,34.0108,105.2919,1600,90,78,3,5,6,1.8,16,,Road,05-01-23 12:33,Evening,1
10.42.0.211-23.208.217.187-49997-443-6,Lukou,27.7029,113.152,2000,15,57,4,4,7,1.7,14,,Bride,05-01-23 12:40,Mid Night,0
10.42.0.211-123.125.29.138-57924-443-6,Hancheng,32.5186,112.3522,6500,75,12,8,9,2,1.3,18,,Escalator,05-01-23 12:41,Mid Night,0
183.79.249.252-10.42.0.211-80-35051-6,Jiangƒ??an,28.7334,105.0683,5200,62,16,9,8,2,1.2,39,,Stairs,05-01-23 12:43,Evening,1
172.217.10.104-10.42.0.42-443-56965-6,Minjian,28.8462,103.5458,4200,43,75,10,7,3,1.6,18,,Pedestrain,05-01-23 12:46,Mid Night,0
8.41.222.241-10.42.0.151-443-59960-6,Wenbi,39.3874,111.1912,8652,84,42,3,10,8,1.9,17,,Station,05-01-23 12:48,Mid Night,0
222.73.28.96-10.42.0.211-80-37140-6,Donghegumiao,36.9786,115.109,5800,15,35,1,5,10,1.8,96,,Road Vehicle Carriageway,05-01-23 12:50,Evening,1
10.42.0.211-52.84.26.179-54436-443-6,Shunling,25.5917,111.9303,957,19,45,8,6,5,1.5,17,,Road,05-01-23 12:56,Mid Night,1
169.45.210.78-10.42.0.42-5222-36611-6,Lankao Chengguanzhen,34.8329,114.8072,865,75,12,9,4,6,1.8,24,,Bride,05-01-23 13:05,Mid Night,0
172.217.11.3-10.42.0.151-443-47221-6,Juancheng,35.5616,115.5013,7856,80,15,10,5,8,1.9,18,,Escalator,05-01-23 13:13,Evening,1
10.42.0.151-104.244.43.131-57189-443-6,Shucheng Chengguanzhen,31.4745,116.9521,856,26,16,7,2,9,1.2,13,,Stairs,05-01-23 14:07,Mid Night,0
10.42.0.151-119.167.164.21-52978-80-6,Wufeng,27.45,104.8333,1600,85,74,5,3,2,1.9,19,,Pedestrain,05-01-23 14:43,Mid Night,1
10.42.0.211-111.202.114.77-49800-443-6,Dezhou,27.4081,102.18,852,42,15,3,5,4,1.4,17,,Station,05-01-23 14:47,Evening,1
10.42.0.211-119.167.164.34-41935-80-6,Wenping,27.1931,103.5273,9568,38,13,7,6,5,1.6,13,,Road Vehicle Carriageway,05-01-23 14:47,Mid Night,1
172.217.9.234-10.42.0.211-443-32958-6,Fengcheng,24.7236,116.7243,7852,64,18,2,8,8,1.8,1,,Road,05-01-23 14:50,Mid Night,1
182.22.24.124-10.42.0.211-443-53486-6,Xidu,26.9563,112.3683,7545,82,10,2,7,3,1.7,4,,Station,05-01-23 14:53,Evening,1
203.205.191.27-10.42.0.151-80-43272-6,Gaohe,30.7417,116.8426,8562,65,16,6,9,9,1.3,10,,Platform,05-01-23 14:57,Mid Night,0
10.42.0.151-104.244.42.129-42444-443-6,Dingtao,35.0744,115.5658,7854,75,80,8,10,2,1.2,15,,Lineside,05-01-23 15:02,Mid Night,1
198.105.244.11-10.42.0.42-80-48147-6,Meijiang,26.4758,116.015,1250,25,50,7,4,3,1.6,13,,Road,05-01-23 15:03,Evening,0
10.42.0.1-10.42.0.42-53-17774-17,Xinzhai,23.7205,117.1487,6005,68,60,5,5,2,1.9,18,,Other,05-01-23 15:07,Mid Night,0
219.142.78.162-10.42.0.211-80-52931-6,Junyang,28.4167,115.3667,8952,42,45,8,2,4,1.8,22,,Footbridge,05-01-23 15:11,Morning,0
10.42.0.211-10.42.0.1-62566-53-17,Yanghe,38.2785,106.2478,9500,8,65,2,3,5,1.5,28,,Platform,05-01-23 15:13,Evening,1
10.42.0.211-10.42.0.1-29729-53-17,Chujiang,29.5771,111.363,7840,12,25,9,5,6,1.8,36,,Road,05-01-23 15:14,Mid Night,0
8.0.6.4-8.6.0.1-0-0-0,Languan,34.1575,109.3142,2256,74,87,10,5,7,1.9,25,,Bride,05-01-23 15:18,Evening,1
180.163.255.159-10.42.0.211-80-38935-6,Xinjia,37.6574,120.485,4859,82,56,8,4,2,1.2,18,,Escalator,05-01-23 15:19,Mid Night,0
10.42.0.211-120.55.89.238-49582-8977-6,Yangying,35.818,115.9481,8526,68,45,7,6,2,1.9,96,,Stairs,05-01-23 15:21,Evening,1
172.217.12.142-10.42.0.151-443-54263-6,Zhijin,26.6668,105.768,9562,13,78,5,8,3,1.4,18,,Pedestrain,05-01-23 15:27,Mid Night,0
10.42.0.211-69.147.64.34-34232-443-6,Xinning,31.0851,107.8651,754,18,42,6,5,8,1.6,18,,Bride,05-01-23 15:27,Mid Night,1
180.149.134.221-10.42.0.42-80-48139-6,Beiyuan,39.9036,116.6467,8652,85,35,5,2,10,1.8,18,,Escalator,05-01-23 15:30,Evening,1
172.217.12.132-10.42.0.211-443-33692-6,Jinxi,30.4323,116.2922,754,48,68,7,2,5,1.7,39,,Stairs,05-01-23 15:34,Mid Night,0
216.58.219.206-10.42.0.151-443-43482-6,Sicheng,33.4894,117.8568,8652,85,45,5,5,6,1.3,14,,Pedestrain,05-01-23 15:36,Mid Night,1
10.42.0.211-64.71.142.124-45317-443-6,Niangxi,27.3086,111.4319,5800,68,75,2,3,8,1.2,19,,Station,05-01-23 15:39,Evening,0
10.42.0.211-31.13.80.8-46190-443-6,Guiyang Chengguanzhen,25.7333,112.7459,957,78,42,3,4,9,1.6,17,,Road Vehicle Carriageway,05-01-23 15:42,Mid Night,0
172.217.12.170-10.42.0.42-443-53262-6,Mingzhou,36.9761,115.2566,865,95,52,5,8,2,1.9,19,,Road,05-01-23 15:43,Mid Night,1
10.42.0.151-104.88.88.137-43558-80-6,Luoyang,27.5614,119.7114,7856,84,36,7,9,4,1.8,17,,Station,05-01-23 15:45,Evening,1
172.217.3.99-10.42.0.151-443-59662-6,Lingchuan,25.4095,110.3228,856,12,42,5,10,5,1.5,36,,Platform,05-01-23 15:49,Mid Night,0
172.217.11.46-10.42.0.151-443-53998-6,Pingdu,27.3863,114.6102,1600,56,20,6,9,8,1.8,95,,Lineside,05-01-23 15:52,Mid Night,1
209.85.144.113-10.42.0.211-443-54102-6,Tongcheng,35.3547,111.2161,852,78,30,4,5,3,1.9,15,,Road,05-01-23 15:55,Evening,0
10.42.0.211-66.198.24.225-34050-443-6,Xincheng,33.6333,115.1833,800,10,78,8,6,9,1.2,18,,Other,05-01-23 15:59,Mid Night,1
10.42.0.211-59.38.112.48-58972-443-6,Zhangwan,32.0833,112.1667,750,60,53,9,4,2,1.9,19,,Footbridge,05-01-23 16:02,Morning,0
157.240.2.25-10.42.0.42-443-51678-6,Xunzhong,25.4943,118.2389,999,86,68,4,10,3,1.4,17,,Platform,05-01-23 16:04,Evening,1
172.217.12.170-10.42.0.42-443-39398-6,Chengzhong,22.1355,107.0647,1200,35,42,2,5,2,1.6,12,,Road,05-01-23 16:11,Mid Night,0
172.217.11.46-10.42.0.151-443-57921-6,Yuncheng,35.5983,115.9347,1000,85,20,5,8,4,1.8,19,,Bride,05-01-23 16:15,Evening,1
151.101.129.140-10.42.0.151-80-42847-6,Zhonghe,28.4505,108.989,900,95,35,6,4,5,1.7,19,,Escalator,05-01-23 16:17,Mid Night,0
223.252.199.21-10.42.0.211-443-51197-6,Shinan,22.7439,109.8743,1600,26,85,4,5,6,1.3,16,,Stairs,05-01-23 16:24,Evening,1
10.42.0.42-106.39.169.66-50153-80-6,Changning,28.5777,104.9209,2000,85,78,3,8,7,1.2,17,,Pedestrain,05-01-23 16:51,Mid Night,0
10.42.0.211-23.208.168.108-54527-443-6,Xunchang,28.4543,104.715,6500,32,57,2,7,2,1.6,12,,Bride,05-01-23 16:52,Mid Night,1
10.42.0.211-76.13.28.196-45344-443-6,Yongxing Chengguanzhen,26.1241,113.1285,5200,42,12,3,5,2,1.9,16,,Escalator,05-01-23 16:59,Evening,1
172.217.7.227-10.42.0.211-443-55495-6,Zishui,32.0077,114.9011,824,30,16,5,6,3,1.8,14,,Stairs,05-01-23 17:02,Mid Night,0
10.42.0.211-121.12.98.63-35946-80-6,Liulinzhou,29.4564,113.0103,9999,80,75,4,5,8,1.5,18,,Pedestrain,05-01-23 17:06,Mid Night,0
172.217.9.234-10.42.0.42-443-49298-6,Heping,28.5579,108.49,8560,45,42,9,6,10,1.8,39,,Station,05-01-23 17:14,Evening,0
203.205.158.60-10.42.0.211-80-47615-6,Qingfeng Chengguanzhen,35.9036,115.1053,7852,98,35,8,8,5,1.9,18,,Road Vehicle Carriageway,05-01-23 17:18,Mid Night,1
10.42.0.211-72.30.2.182-57150-443-6,Taihe Chengguanzhen,33.1655,115.6489,1458,50,45,7,7,6,1.2,17,,Road,05-01-23 17:22,Mid Night,1
10.42.0.211-115.239.210.141-58053-443-6,Huarong,30.5333,114.7333,1500,80,12,10,9,8,1.9,96,,Station,05-01-23 17:27,Mid Night,1
10.42.0.211-10.42.0.1-36706-53-17,Neihuang Chengguanzhen,35.9508,114.9022,800,75,15,5,10,9,1.4,17,,Platform,05-01-23 19:05,Mid Night,1
172.217.11.42-10.42.0.151-443-40104-6,Fuji,29.1482,105.3739,952,68,16,6,4,2,1.6,24,,Lineside,05-01-23 19:29,Evening,1
172.217.9.229-10.42.0.151-443-35998-6,Dongcheng,33.4123,115.0809,741,45,74,4,5,4,1.8,18,,Road,06-01-23 13:13,Mid Night,0
10.42.0.211-10.42.0.1-4499-53-17,Rongcheng,22.8584,110.5464,890,25,15,2,2,5,1.7,13,,Other,07-01-23 11:07,Mid Night,1
10.42.0.211-103.235.46.211-59429-443-6,Tancheng,34.6152,118.338,900,15,13,3,3,8,1.3,19,,Footbridge,08-01-23 8:05,Evening,0
10.42.0.211-63.251.98.12-37158-443-6,Poskam,38.1887,77.2707,850,13,18,5,5,3,1.2,17,,Platform,08-01-23 8:26,Mid Night,1
172.217.7.8-10.42.0.151-443-41995-6,Longcheng,29.8991,116.5511,9058,65,10,6,5,9,1.6,13,,Road,08-01-23 8:27,Morning,0
172.217.10.131-10.42.0.151-443-35087-6,Ducheng,23.2421,111.5284,4795,8,16,8,4,2,1.9,1,,Bride,08-01-23 8:49,Evening,1
10.42.0.211-10.42.0.1-50021-53-17,Lingjiang,31.7346,105.9316,1569,7,80,4,6,3,1.8,4,,Escalator,08-01-23 9:01,Mid Night,0
10.42.0.151-10.42.0.1-21131-53-17,Longde Chengguanzhen,35.6125,106.1167,1785,5,50,5,8,2,1.5,10,,Stairs,08-01-23 9:09,Evening,1
172.217.12.170-10.42.0.151-443-39254-6,Baicheng,41.7739,81.8689,2658,6,60,6,5,4,1.8,15,,Pedestrain,08-01-23 9:19,Mid Night,0
216.58.212.131-10.42.0.211-443-52744-6,Qinting,27.1241,113.949,7845,62,45,8,2,5,1.9,13,,Station,08-01-23 9:40,Evening,1
172.217.6.237-10.42.0.151-443-43456-6,Lingcheng,22.4232,109.293,9854,82,65,9,2,6,1.2,18,,Road Vehicle Carriageway,08-01-23 9:46,Mid Night,0
172.217.10.142-10.42.0.151-443-53952-6,Linjiang,36.3275,112.8819,4785,95,25,10,5,7,1.9,22,,Road,08-01-23 9:51,Mid Night,1
169.55.67.233-10.42.0.211-443-53427-6,Huicheng,29.8693,118.4336,5222,12,87,4,3,2,1.4,28,,Station,08-01-23 9:56,Evening,1
10.42.0.211-10.42.0.1-41712-53-17,Puji,27.3802,102.5413,4500,43,56,2,4,2,1.6,36,,Platform,08-01-23 10:08,Mid Night,0
10.42.0.1-10.42.0.42-53-22817-17,Salaqi,40.5414,110.5108,6800,20,45,5,8,3,1.8,25,,Lineside,08-01-23 10:12,Mid Night,1
173.194.74.113-10.42.0.42-443-48147-6,Guancheng,36.4803,115.4351,4200,53,78,6,9,8,1.7,18,,Road,08-01-23 10:17,Evening,0
192.229.163.180-10.42.0.211-443-50431-6,Yunxixian Chengguanzhen,32.9828,110.4231,8652,80,85,5,10,10,1.3,96,,Other,08-01-23 10:55,Mid Night,0
10.42.0.151-47.88.68.22-57412-443-6,Liujiaxia,35.934,103.3183,5800,65,8,7,9,5,1.2,18,,Footbridge,08-01-23 11:01,Mid Night,1
10.42.0.42-23.208.168.108-51440-80-6,Leping,37.6147,113.665,957,42,6,5,5,6,1.6,18,,Platform,08-01-23 11:03,Evening,1
10.42.0.211-98.139.225.43-41843-443-6,Pingpo,25.4284,103.7545,865,80,74,2,6,8,1.9,18,,Road,08-01-23 11:08,Mid Night,0
216.58.219.202-10.42.0.151-443-55745-6,Xingƒ??an,25.6196,110.6425,7856,70,80,3,4,9,1.8,39,,Bride,08-01-23 11:09,Mid Night,1
172.217.6.206-10.42.0.151-443-32875-6,Nanjiang,32.3539,106.8324,856,70,42,5,10,2,1.5,14,,Escalator,08-01-23 11:13,Evening,0
172.217.10.138-10.42.0.211-443-37120-6,Xiangcheng Chengguanzhen,33.847,113.4778,1600,32,35,7,5,4,1.8,19,,Stairs,08-01-23 11:16,Mid Night,1
10.42.0.211-54.149.94.193-35657-443-6,Dunhou,27.05,114.9,852,65,68,5,8,5,1.9,17,,Pedestrain,08-01-23 11:24,Morning,0
209.85.232.101-10.42.0.151-443-32890-6,Shengrenjian,34.8442,111.1913,9568,58,45,6,4,8,1.2,19,,Station,08-01-23 11:25,Evening,1
10.42.0.211-10.42.0.1-26143-53-17,Luogang,23.1779,113.501,7852,98,75,4,5,3,1.9,17,,Road Vehicle Carriageway,08-01-23 11:31,Mid Night,0
172.217.6.206-10.42.0.151-443-45745-6,Shouchun,32.5816,116.7929,7545,84,42,8,8,9,1.4,36,,Road,08-01-23 11:35,Evening,0
239.255.255.250-10.42.0.1-1900-56691-17,Qingquan,30.4511,115.2559,8562,52,52,9,7,2,1.6,95,,Bride,08-01-23 11:38,Mid Night,1
10.42.0.211-23.194.140.226-48102-80-6,Linli,29.45,111.65,7854,75,36,4,5,3,1.8,15,,Escalator,08-01-23 11:40,Evening,0
10.42.0.211-10.42.0.1-38714-53-17,Dongguang,37.8851,116.5328,1250,68,42,2,6,2,1.7,18,,Stairs,08-01-23 11:45,Mid Night,0
10.42.0.42-106.11.93.16-35837-443-6,Lingcheng,35.534,116.918,6005,42,20,5,4,4,1.3,19,,Pedestrain,08-01-23 11:46,Mid Night,1
10.42.0.211-52.84.34.143-57161-443-6,Sui Xian Chengguanzhen,34.448,115.0444,8952,78,30,6,5,5,1.2,17,,Station,08-01-23 11:48,Evening,1
172.217.3.106-10.42.0.151-443-60823-6,Nanma,36.1848,118.1549,9500,25,78,4,2,6,1.6,12,,Road Vehicle Carriageway,08-01-23 12:10,Mid Night,0
172.217.11.46-10.42.0.151-443-46447-6,Jinchuan,31.4755,102.0588,7840,65,53,3,3,7,1.9,19,,Road,08-01-23 12:15,Mid Night,0
192.229.163.180-10.42.0.42-443-52283-6,Yuzhong Chengguanzhen,35.8428,104.1125,2256,45,68,2,5,2,1.8,19,,Station,08-01-23 12:16,Evening,0
180.149.138.210-10.42.0.211-80-40262-6,Leiyang,30.1204,116.6829,4859,86,42,3,5,2,1.5,16,,Platform,08-01-23 12:17,Mid Night,1
10.42.0.211-10.42.0.1-60774-53-17,Zhongmu Chengguanzhen,34.7115,113.9656,8526,65,20,5,4,3,1.8,17,,Lineside,08-01-23 12:25,Mid Night,1
10.42.0.211-10.42.0.1-40754-53-17,Dingchang,36.7631,112.6872,9562,32,35,4,6,8,1.9,12,,Road,08-01-23 12:33,Evening,1
10.42.0.211-72.21.207.148-42355-443-6,Wacheng,33.7833,114.5167,754,46,85,9,8,10,1.2,16,,Other,08-01-23 12:44,Mid Night,1
216.58.219.227-10.42.0.151-443-56610-6,Quanzhou,25.9446,111.0364,8652,12,78,8,5,5,1.9,14,,Footbridge,08-01-23 12:44,Mid Night,1
208.80.154.224-10.42.0.211-443-34709-6,Jifeng,35.6135,110.9585,754,20,57,7,2,6,1.4,18,,Platform,08-01-23 12:52,Evening,0
10.42.0.42-31.13.80.37-36411-443-6,Guangrao,37.0529,118.3991,8652,60,12,10,2,8,1.6,39,,Road,08-01-23 12:52,Mid Night,1
192.229.173.173-10.42.0.211-443-58665-6,Zhangcheng,25.8468,118.9369,5800,80,16,5,5,9,1.8,18,,Bride,08-01-23 12:59,Morning,0
10.42.0.211-66.102.255.61-35485-443-6,Xixiang,32.987,107.764,957,75,75,6,3,2,1.7,17,,Escalator,08-01-23 13:00,Evening,0
172.217.9.234-10.42.0.151-443-39448-6,Dongcun,38.2944,111.7035,865,98,42,4,4,4,1.3,96,,Stairs,08-01-23 13:02,Mid Night,0
158.85.58.60-10.42.0.151-5222-43013-6,Qianling,28.7119,109.646,7856,85,35,5,8,5,1.2,17,,Pedestrain,08-01-23 13:07,Evening,1
208.185.50.45-10.42.0.211-443-59979-6,Sunjia Buzi,42.0171,126.5851,856,74,45,2,9,8,1.6,24,,Bride,08-01-23 13:08,Mid Night,0
10.42.0.211-10.42.0.1-47717-53-17,Dongshan,25.7939,114.5426,1600,35,12,3,10,3,1.9,18,,Escalator,08-01-23 13:13,Evening,1
172.217.3.110-10.42.0.151-443-49991-6,Huaicheng,23.9195,112.1763,852,68,15,5,3,9,1.8,13,,Stairs,08-01-23 13:19,Mid Night,0
172.217.10.110-10.42.0.151-443-44715-6,Naxi,28.7742,105.3649,800,79,16,6,1,2,1.5,19,,Pedestrain,08-01-23 13:20,Mid Night,1
10.42.0.151-111.206.25.159-48026-80-6,Tonghe,45.9761,128.7429,750,85,74,8,8,3,1.8,17,,Station,08-01-23 13:22,Evening,0
10.42.0.211-10.42.0.1-1472-53-17,Xiangfeng,29.5076,109.4027,999,32,15,7,9,2,1.9,13,,Road Vehicle Carriageway,08-01-23 13:33,Mid Night,1
10.42.0.211-123.125.29.220-46081-80-6,Xincheng,28.0151,102.8423,1200,68,13,9,10,4,1.2,1,,Road,08-01-23 13:57,Mid Night,1
172.217.3.99-10.42.0.151-443-39237-6,Huayuan,28.5881,109.4758,1000,45,18,10,7,5,1.9,4,,Station,08-01-23 14:37,Evening,0
180.149.134.141-10.42.0.211-80-57695-6,Echeng,38.3744,111.9717,900,75,10,4,5,6,1.4,10,,Platform,08-01-23 14:43,Mid Night,1
